"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 19:40:44 GMT 2024","Fri Apr 05 19:40:49 GMT 2024","4964","tests","test_create_contacts","TestCreateContactsPage","","","Добавление нового контакта в список менеджера",""
